key,zh,en
POL.DeleteRecordConfirmFmt,确定删除记录“{0}”吗？,"Are you sure you want to delete the record ""{0}""?"
POL.RecordReadFailFmt,读取记录失败：{0},Failed to read the record: {0}
OG.AIServiceNotReg,AI助手服务未注册,The AI assistant service is not registered
OG.PlotServiceNotReg,剧情服务未注册,The plot service is not registered
OG.VolumeServiceNotReg,卷宗服务未注册,The volume service is not registered
OG.ProjectServiceNotReg,项目服务未注册,The project service is not registered
OG.ContextServiceNotReg,项目上下文服务未注册,The project context service is not registered
OG.GenerateFailFmt,大纲生成失败：{0},Outline generation failed: {0}
OG.SaveFailFmt,保存大纲失败：{0},Failed to save the outline: {0}
PG.LoadProjectsFailFmt,加载项目列表失败：{0},Failed to load the project list: {0}
PG.CultivationOkFmt,修炼体系: {0} 套 ✓,Cultivation system: {0} sets ✓
PG.CheckStatusFailFmt,检查状态失败：{0},Failed to check the status: {0}
PG.StageWorldActiveFmt,进行中/已完成\n当前 {0} 条世界设定,In progress/Completed\n{0} world settings
PG.StageOutlineActiveFmt,进行中/已完成\n当前 {0} 条大纲,In progress/Completed\n{0} outline items
PG.StageSupportActiveFmt,进行中/已完成\n角色 {0} / 势力 {1},In progress/Completed\n{0} characters / {1} factions
PG.StageWritingActiveFmt,进行中/已完成\n卷 {0} / 章 {1},In progress/Completed\n{0} volumes / {1} chapters
PG.DoneMsgFmt,前置条件生成完成！\n\n{0},Prerequisite generation completed!\n\n{0}
PG.GenerateFailFmt,前置条件生成失败：{0},Prerequisite generation failed: {0}
CC.ExportFailFmt,导出报告失败：{0},Failed to export the report: {0}
CC.InvalidResultFmt,一致性检查未返回有效结果：{0},The consistency check returned no valid result: {0}
CC.DoneIssuesFmt,一致性检查完成！发现 {0} 个问题,Consistency check completed! {0} issues found
CC.CheckFailFmt,一致性检查失败：{0},Consistency check failed: {0}
CC.AutoFixInvalidFmt,自动修复未生成有效结果：{0},Auto-fix produced no valid result: {0}
CC.AutoFixFailFmt,自动修复失败：{0},Auto-fix failed: {0}
CW.InitFailedFmt,初始化AI服务失败：{0},Failed to initialize the AI service: {0}
CW.CheckRwkvFailedFmt,检查 RWKV 推理服务状态失败：{0},Failed to check the RWKV inference service status: {0}
CW.PreviewMergeSuffix, (预览合并), (Merge Preview)
CW.ExtractErrorRetry,提取续写内容时发生错误，请重试。,An error occurred while extracting the continuation. Please try again.
CW.PreviewFailFmt,预览失败：{0},Preview failed: {0}
CW.AIFailFmt,AI续写失败：{0},AI continuation failed: {0}
POL.FullContent,全文内容,Full text
POL.Analyzing,AI正在分析文本...,AI is analyzing the text...
POL.WordReplFmt,"将""{0}""优化为""{1}""","Optimized ""{0}"" to ""{1}"""
PG.AIGenerating,使用AI智能生成中...,Generating with AI...
POL.FullPolishNote,AI对全文进行了润色优化,The AI polished and refined the full text
POL.DiffFallback,差异分析失败，已退化为全文替换项,Diff analysis failed; fell back to full-text replacement items
DG.QualityChipFmt,质量评分: {0:F1}/10,Quality score: {0:F1}/10
VM.Title,卷宗管理,Volumes & Chapters
PM.Subtitle,管理您的书籍创作项目,Manage your book-writing projects
PM.ProjectList,项目列表,Project List
PM.RecycleBin,回收站,Recycle Bin
PM.EmptyRecycleBin,清空回收站,Empty Recycle Bin
PM.SearchHint,搜索项目...,Search projects...
PM.ProjectName,项目名称,Project Name
PM.LastUpdated,最后更新,Last Updated
PM.Actions,操作,Actions
PM.EditProject,编辑项目,Edit Project
PM.RestoreProject,恢复项目,Restore Project
PM.DeleteProject,删除项目,Delete Project
PM.ServiceNotInitialized,项目目录服务未初始化,Project catalog service is not initialized
PM.LoadFailed,加载项目失败：{0},Failed to load projects: {0}
PM.CreateFailed,创建项目失败：{0},Failed to create project: {0}
PM.FileType.Project,项目文件,Project Files
PM.FileType.Json,JSON文件,JSON Files
PM.FileType.All,所有文件,All Files
PM.ImportComplete,导入完成,Import Complete
PM.ImportSuccess,项目 '{0}' 导入成功！,Project '{0}' imported successfully!
PM.ImportFailed,导入项目失败：{0},Failed to import project: {0}
PM.NothingToExport,没有可导出的项目,No projects to export
PM.ExportFileName,项目导出_{0},ProjectExport_{0}
PM.ExportSuccess,已导出 {0} 个项目到：\n{1},Exported {0} project(s) to:\n{1}
PM.ExportComplete,导出完成,Export Complete
PM.ExportFailed,导出项目失败：{0},Failed to export project: {0}
PM.JustNow,刚刚,Just now
PM.EditComplete,编辑完成,Edit Complete
PM.UpdateSuccess,项目 '{0}' 更新成功！,Project '{0}' updated successfully!
PM.EditFailed,编辑项目失败：{0},Failed to edit project: {0}
PM.MoveToRecycleBin,移到回收站,Move to Recycle Bin
PM.MoveToRecycleBinConfirm,确定要将项目 '{0}' 移到回收站吗？\n您可以稍后从回收站恢复此项目。,Move project '{0}' to the recycle bin?\nYou can restore it from the recycle bin later.
PM.MovedToRecycleBin,项目 '{0}' 已移到回收站,Project '{0}' has been moved to the recycle bin
PM.MoveToRecycleBinFailed,移动项目到回收站失败：{0},Failed to move project to recycle bin: {0}
PM.PermanentDelete,永久删除,Permanently Delete
PM.PermanentDeleteConfirm,确定要永久删除项目 '{0}' 吗？\n此操作不可撤销！,Permanently delete project '{0}'?\nThis action cannot be undone!
PM.PermanentlyDeleted,项目 '{0}' 已永久删除,Project '{0}' has been permanently deleted
PM.PermanentDeleteFailed,永久删除项目失败：{0},Failed to permanently delete project: {0}
PM.RestoreConfirm,确定要恢复项目 '{0}' 吗？,Restore project '{0}'?
PM.Restored,项目 '{0}' 已恢复,Project '{0}' has been restored
PM.RestoreFailed,恢复项目失败：{0},Failed to restore project: {0}
PM.RecycleBinEmpty,回收站已经是空的,The recycle bin is already empty
PM.EmptyRecycleBinConfirm,确定要清空回收站吗？\n这将永久删除 {0} 个项目，此操作不可撤销！,Empty the recycle bin?\nThis will permanently delete {0} project(s). This action cannot be undone!
PM.EmptyRecycleBinFailed,清空回收站失败：{0},Failed to empty the recycle bin: {0}
PM.PermanentlyDeletedCount,已永久删除 {0} 个项目,{0} project(s) permanently deleted
PM.AddFailed,添加项目失败：{0},Failed to add project: {0}
PM.OpenedProjectTitle,项目: {0},Project: {0}
PM.OpenFailed,打开项目失败：{0},Failed to open project: {0}
PO.ProjectInfo,项目信息,Project Information
PO.TypeLabel,类型：,Type:
PO.StatusLabel,状态：,Status:
PO.CreatedAtLabel,创建时间：,Created:
PO.LastUpdatedLabel,最后更新：,Last Updated:
PO.AuthorLabel,作者：,Author:
PO.TargetWordsLabel,目标字数：,Target Words:
PO.NotSet,未设置,Not set
PO.ProgressStats,进度统计,Progress Statistics
PO.TotalWords,总字数,Total Words
PO.PercentComplete,0% 完成,0% complete
PO.ChapterCount,章节数,Chapters
PO.CharacterCount,角色数量,Characters
PO.CountZero,0个,0 items
PO.SettingCompletion,设定完成度,Setting Completion
PO.ProcessFlowTitle,运行流程与闭环,Workflow & Closed Loop
PO.ProcessFlowIntro,推荐顺序：项目基础信息 → 世界观 → 大纲 → 配套设定 → 卷章写作。进入配套设定后，角色、势力和细分体系可以同步补齐；写作后再回到剧情/设定做一致性校正，形成闭环。,"Recommended order: project basics → worldview → outline → supporting settings → volume/chapter writing. Once in supporting settings, characters, factions and sub-systems can be completed in parallel; after writing, return to plot/settings for consistency corrections to form a closed loop."
PO.Stage1,1. 项目基础信息,1. Project Basics
PO.Stage2,2. 世界观,2. Worldbuilding
PO.Stage3,3. 大纲,3. Outline
PO.Stage4,4. 配套设定,4. Supporting Settings
PO.Stage5,5. 卷章写作,5. Volume & Chapter Writing
PO.Checking,检查中...,Checking...
PO.ProjectSettings,项目设置,Project Settings
PO.CharactersAndFactions,角色与势力,Characters & Factions
PO.VolumeChapterManagement,卷章管理,Volume & Chapter Management
PO.ParallelHint,并行提示：配套设定阶段可同步补齐角色、势力及细分体系，但都应遵循当前项目基础信息、世界观和大纲。,"Parallel tip: during the supporting settings stage, characters, factions and sub-systems can be completed in sync, but all should follow the current project basics, worldview and outline."
PO.ClosedLoopHint,闭环提示：写作推进后，应回到剧情、人物、势力、世界设定和一致性检查入口做校正，再进入下一轮写作。,"Closed-loop tip: after writing progresses, return to plot, characters, factions, world settings and consistency check entries for corrections before the next round of writing."
PO.AutoUpdateHint,更新工艺：章节保存后，应自动同步剧情、设定、履历、关系与时间线。,"Update process: after a chapter is saved, plot, settings, history, relationships and the timeline should be synced automatically."
PO.ReviewHint,复核工艺：自动更新完成后，建议检查时间线管理、关系网络、角色履历、势力履历与一致性结果。,"Review process: after automatic updates complete, check timeline management, the relationship network, character history, faction history and consistency results."
PO.TimelineReview,时间线复核,Timeline Review
PO.RelationshipReview,关系网络复核,Relationship Review
PO.ConsistencyCheck,一致性检查,Consistency Check
PO.NextActionChecking,下一步建议：检查中...,Next step: checking...
PO.QuickActionsByFlow,按流程快速操作,Quick Actions by Workflow
PO.ProcessWorkbench,流程工作台,Process Workbench
PO.PlotOutline,剧情大纲,Plot Outline
PO.ManageCharacters,管理角色,Manage Characters
PO.ManageFactions,管理势力,Manage Factions
PO.WriteNewChapter,写作新章节,Write New Chapter
PO.Statistics,统计分析,Statistics
PO.BackupProject,备份项目,Backup Project
PO.MainCharacters,主要角色,Main Characters
PO.ViewAll,查看全部,View All
PO.NoFactions,暂无势力信息，请在剧情稳定后补齐配套势力。,No factions yet. Complete them after the plot stabilizes.
PO.WordsSuffixFmt,{0} 字,{0} words
PO.PercentDoneFmt,{0}% 完成,{0}% done
PO.CountSuffixFmt,{0}个,{0}
PO.NoCharacters,暂无角色信息，请前往角色管理界面创建角色。,No character information yet. Go to Character Management to create characters.
PO.GenerateOutlineAI,AI生成大纲,AI Generate Outline
PO.EditOutline,编辑大纲,Edit Outline
PO.NoOutline,暂无大纲内容，请点击AI生成大纲按钮创建大纲，或点击编辑大纲手动编辑。,"No outline yet. Click ""AI Generate Outline"" to create one, or click ""Edit Outline"" to write it manually."
PO.CannotGetMainWindow,无法获取主窗口,Cannot access the main window
PO.GuardServiceNotInitialized,项目校验服务未初始化,Project validation service is not initialized
PO.FeatureNewChapter,新建章节,New Chapter
PO.FeatureProjectHome,项目主页,Project Home
PO.AIOutlineGeneration,AI大纲生成,AI Outline Generation
PO.ProjectBackup,项目备份,Project Backup
PO.StageReadyType,已就绪\n类型：{0},Ready\nType: {0}
PO.StagePendingProject,待补充\n请先完善项目名称与类型,To be completed\nPlease set the project name and type first
PO.StageWorldDone,进行中/已完成\n当前 {0} 条设定,In progress/Completed\n{0} setting(s) now
PO.StageWorldPending,待开始\n建议先补齐世界观,Not started\nComplete the worldview first
PO.StageOutlineDone,进行中/已完成\n当前 {0} 条剧情,In progress/Completed\n{0} plot item(s) now
PO.StageOutlinePending,待开始\n应基于世界观生成,Not started\nShould be based on the worldview
PO.StageSupportDone,可并行推进\n角色 {0} / 势力 {1},Can proceed in parallel\nCharacters {0} / Factions {1}
PO.StageSupportPending,待开始\n建议在大纲后补齐,Not started\nBest added after the outline
PO.StageWritingDone,进行中/已完成\n卷 {0} / 章 {1},In progress/Completed\nVolumes {0} / Chapters {1}
PO.StageWritingPending,未开始\n请在基础设定后写作,Not started\nStart writing after the basic settings
PO.ParallelHintWithOutline,并行提示：当前已进入配套设定阶段，角色、势力、修炼体系、政治体系等可以同步补齐，但都应遵循项目基础信息、世界观与大纲。,"Parallel tip: you are now in the supporting settings stage. Characters, factions, cultivation systems, political systems and more can be completed in sync, but all should follow the project basics, worldview and outline."
PO.ParallelHintNoOutline,并行提示：先完成项目基础信息、世界观和大纲，再并行补齐角色、势力与其他配套设定。,"Parallel tip: finish the project basics, worldview and outline first, then complete characters, factions and other supporting settings in parallel."
PO.ClosedLoopHintWriting,闭环提示：写作推进后，应回到剧情、人物、势力、世界设定和一致性检查入口做校正，再进入下一轮卷章写作。,"Closed-loop tip: once writing progresses, return to the plot, characters, factions, world settings and consistency check entries for corrections before the next round of volume/chapter writing."
PO.ClosedLoopHintNoWriting,闭环提示：当卷章开始推进后，系统应进入“写作 → 同步上下文 → 检查一致性 → 回补设定/大纲”的闭环。,"Closed-loop tip: once volume/chapter progress begins, the system should enter the loop of ""write → sync context → check consistency → backfill settings/outline""."
PO.AutoUpdateHintWriting,更新工艺：章节保存后，系统会先自动同步剧情、设定、角色履历、势力履历、人物关系、势力关系与时间线。,"Update process: after a chapter is saved, the system first syncs plot, settings, character history, faction history, character relationships, faction relationships and the timeline automatically."
PO.AutoUpdateHintNoWriting,更新工艺：进入卷章写作后，每次章节保存都应触发剧情、设定、履历、关系和时间线的自动更新。,"Update process: once in volume/chapter writing, every chapter save should trigger automatic updates of plot, settings, history, relationships and the timeline."
PO.ReviewHintWriting,复核工艺：自动更新完成后，建议依次检查时间线管理、关系网络、角色管理、势力管理、一致性检查和质量检查页面，确认自动更新结果。,"Review process: after automatic updates complete, check the timeline management, relationship network, character management, faction management, consistency check and quality check pages to confirm the results."
PO.ReviewHintNoWriting,复核工艺：当前还未进入写作阶段。待章节开始推进后，再进入“自动更新 → 人工复核 → 回补设定/剧情”的闭环。,"Review note: writing has not started yet. Once chapter progress begins, enter the loop of ""auto-update → manual review → backfill settings/plot""."
